hour,cloud_cover,temperature,grid_demand,grid_supply,market_index
19,57,29,100.4,50.0,2.05
20,60,28,91.9,50.0,1.88
4,95,34,33.1,50.0,0.64
22,39,38,61.7,50.0,1.25
3,47,21,31.4,50.0,0.64
5,52,37,37.8,50.0,0.8
8,61,38,85.4,63.0,1.4
20,78,24,95.1,50.0,1.93
17,33,29,92.4,61.2,1.48
13,48,36,69.4,93.3,0.73
12,64,20,63.7,86.0,0.78
12,70,36,66.1,80.0,0.87
7,10,40,87.0,65.0,1.38
23,81,34,53.3,50.0,1.03
1,100,39,44.4,50.0,0.93
8,85,32,76.2,55.0,1.38
3,1,21,30.3,50.0,0.63
20,93,25,91.9,50.0,1.88
16,15,27,58.7,78.3,0.76
18,86,33,94.7,50.0,1.85
11,54,39,68.5,88.3,0.76
17,73,40,115.8,54.5,2.15
3,16,33,35.7,50.0,0.74
10,33,35,67.7,94.7,0.73
3,3,20,33.9,50.0,0.72
21,91,37,99.7,50.0,2.02
6,74,25,77.1,50.0,1.59
23,79,26,60.3,50.0,1.2
11,97,23,60.5,52.5,1.15
17,81,34,93.9,53.2,1.81
5,5,40,46.1,50.0,0.9
8,39,27,75.7,70.3,1.05
9,74,37,84.8,63.0,1.32
11,2,28,56.5,131.7,0.48
23,69,22,47.4,50.0,0.99
19,68,26,96.4,50.0,1.97
13,72,28,62.1,73.3,0.84
20,49,25,97.5,50.0,1.97
0,41,30,26.9,50.0,0.5
8,25,40,89.8,75.0,1.16
9,24,25,71.1,88.0,0.79
15,96,27,62.1,52.0,1.19
4,69,28,30.5,50.0,0.59
11,6,32,66.0,128.3,0.48
9,57,28,74.9,71.5,1.07
9,13,31,78.7,93.5,0.86
18,10,24,92.8,50.0,1.82
5,97,32,30.8,50.0,0.65
0,19,31,26.7,50.0,0.49
0,50,22,32.5,50.0,0.65
21,62,30,97.3,50.0,1.98
16,89,22,59.6,53.7,1.09
23,50,23,51.1,50.0,1.03
12,78,25,60.1,72.0,0.81
20,100,24,90.3,50.0,1.8
19,55,30,96.3,50.0,1.96
7,29,20,72.3,61.8,1.2
12,4,34,68.8,146.0,0.54
18,15,31,98.0,50.0,1.95
21,78,41,116.6,50.0,2.33
18,65,30,99.0,50.0,1.94
21,90,23,93.2,50.0,1.83
23,67,37,63.8,50.0,1.3
19,22,37,116.3,50.0,2.3
9,33,33,79.9,83.5,0.97
4,86,39,45.6,50.0,0.9
3,20,37,35.1,50.0,0.66
1,91,22,28.9,50.0,0.56
19,88,40,108.9,50.0,2.14
7,63,39,86.6,56.2,1.54
18,99,26,94.4,50.0,1.93
12,77,28,59.4,73.0,0.8
22,72,22,49.6,50.0,0.99
6,87,24,76.7,50.0,1.52
13,67,37,63.0,77.5,0.81
10,71,20,61.1,69.3,0.9
9,26,20,76.5,87.0,0.88
18,9,29,100.8,50.0,2.05
11,29,32,64.3,109.2,0.59
7,2,33,80.3,66.3,1.2
11,9,37,71.0,125.8,0.6
18,90,31,98.6,50.0,1.94
23,33,37,60.8,50.0,1.24
14,90,29,57.5,56.7,1.02
0,46,41,41.3,50.0,0.86
8,44,39,88.6,68.7,1.29
3,57,41,46.1,50.0,0.95
6,1,27,77.6,50.0,1.55
17,70,26,100.2,55.0,1.83
8,54,29,70.9,65.3,1.13
12,52,40,78.3,98.0,0.85
11,9,34,64.0,125.8,0.48
17,96,41,114.5,50.7,2.26
3,96,27,30.7,50.0,0.66
19,63,32,98.5,50.0,1.95
15,12,25,61.1,94.0,0.65
10,24,27,64.4,100.7,0.68
6,100,21,73.5,50.0,1.51
6,83,34,79.3,50.0,1.61
1,31,28,32.0,50.0,0.67
6,76,40,91.1,50.0,1.83
15,13,34,70.4,93.5,0.79
3,31,26,25.5,50.0,0.49
5,53,38,42.9,50.0,0.83
9,74,35,87.9,63.0,1.43
17,49,40,112.7,58.5,1.97
1,86,40,47.8,50.0,0.94
2,74,30,28.9,50.0,0.59
6,84,33,75.9,50.0,1.5
2,91,26,33.2,50.0,0.71
5,69,31,32.2,50.0,0.63
11,82,23,62.0,65.0,0.98
2,11,38,39.0,50.0,0.78
17,60,30,94.5,56.7,1.68
19,43,27,96.9,50.0,1.94
17,26,36,104.8,62.3,1.67
14,53,36,63.7,81.3,0.81
1,24,22,23.7,50.0,0.55
9,86,32,72.4,57.0,1.28
7,32,33,81.7,61.3,1.38
0,43,40,52.6,50.0,1.05
6,88,35,79.7,50.0,1.63
9,30,30,75.2,85.0,0.88
14,19,32,64.7,104.0,0.67
2,6,24,27.5,50.0,0.57
6,52,23,72.1,50.0,1.48
2,45,29,33.1,50.0,0.68
0,98,31,30.5,50.0,0.6
19,97,20,94.0,50.0,1.87
22,11,27,44.5,50.0,0.86
15,31,23,59.8,84.5,0.75
12,28,28,58.8,122.0,0.54
15,98,38,78.1,51.0,1.5
22,42,23,51.3,50.0,1.07
14,55,33,64.4,80.0,0.8
17,85,29,93.7,52.5,1.8
15,67,39,74.0,66.5,1.07
3,93,31,30.8,50.0,0.58
4,3,25,32.0,50.0,0.62
12,56,31,61.6,94.0,0.7
23,57,36,53.2,50.0,1.02
16,71,21,64.9,59.7,1.09
19,91,28,90.6,50.0,1.81
14,70,21,58.1,70.0,0.81
17,84,22,98.1,52.7,1.89
17,25,23,96.6,62.5,1.59
11,27,33,69.6,110.8,0.66
14,52,37,72.0,82.0,0.85
7,6,30,77.3,65.7,1.13
14,21,30,56.8,102.7,0.52
2,11,22,27.1,50.0,0.56
12,51,38,72.1,99.0,0.77
5,39,24,29.9,50.0,0.62
17,10,21,95.3,65.0,1.44
4,13,38,49.4,50.0,0.94
16,46,21,59.7,68.0,0.9
17,69,20,95.6,55.2,1.76
2,45,31,28.9,50.0,0.54
6,56,31,73.6,50.0,1.44
12,16,37,72.0,134.0,0.56
5,18,37,47.0,50.0,0.92
14,56,31,62.0,79.3,0.78
14,32,23,56.4,95.3,0.59
11,54,36,66.9,88.3,0.74
1,36,28,32.2,50.0,0.61
12,80,39,77.4,70.0,1.14
5,75,30,27.5,50.0,0.57
0,80,35,40.6,50.0,0.82
22,89,23,48.1,50.0,0.92
9,52,22,74.3,74.0,0.99
18,32,24,100.3,50.0,1.97
12,2,41,72.5,148.0,0.5
23,41,34,56.5,50.0,1.15
14,11,30,58.6,109.3,0.49
19,67,29,94.8,50.0,1.87
15,33,26,60.4,83.5,0.74
2,96,36,37.1,50.0,0.69
21,78,25,94.4,50.0,1.93
4,53,24,32.1,50.0,0.59
8,14,24,74.9,78.7,0.97
14,51,33,64.4,82.7,0.8
2,56,25,29.6,50.0,0.59
19,7,39,107.0,50.0,2.14
23,88,41,67.3,50.0,1.3
3,23,37,40.0,50.0,0.76
5,51,29,21.3,50.0,0.5
1,98,32,31.5,50.0,0.63
16,81,37,72.9,56.3,1.33
0,57,41,47.2,50.0,0.91
12,59,40,73.8,91.0,0.83
15,35,24,58.3,82.5,0.7
6,19,24,76.1,50.0,1.51
1,15,28,28.1,50.0,0.57
8,91,23,77.4,53.0,1.44
13,74,30,59.4,71.7,0.86
12,22,41,75.5,128.0,0.57
3,38,23,30.0,50.0,0.61
0,25,23,32.6,50.0,0.67
12,8,24,64.6,142.0,0.51
18,53,22,92.1,50.0,1.87
19,77,27,95.6,50.0,1.95
4,88,31,27.2,50.0,0.57
4,6,29,31.1,50.0,0.58
18,17,24,89.7,50.0,1.8
16,72,36,71.0,59.3,1.2
6,85,31,71.1,50.0,1.4
18,42,35,102.4,50.0,2.01
12,33,21,61.1,117.0,0.53
15,79,31,59.8,60.5,0.95
12,76,27,63.3,74.0,0.81
7,90,20,77.9,51.7,1.55
7,16,26,73.3,64.0,1.13
4,28,31,35.5,50.0,0.71
14,55,20,55.4,80.0,0.72
6,72,39,88.6,50.0,1.78
5,37,29,29.9,50.0,0.59
13,0,26,61.4,133.3,0.48
10,23,25,64.8,101.3,0.66
5,17,25,26.3,50.0,0.52
14,51,26,59.6,82.7,0.71
15,47,25,60.9,76.5,0.78
12,76,28,64.2,74.0,0.88
11,83,36,66.4,64.2,0.99
17,64,38,106.8,56.0,1.95
11,6,21,61.4,128.3,0.55
13,3,36,68.5,130.8,0.54
4,85,40,44.6,50.0,0.89
12,4,24,60.1,146.0,0.55
22,6,32,51.6,50.0,1.05
6,57,24,75.2,50.0,1.51
11,92,20,56.1,56.7,0.97
22,80,24,52.1,50.0,1.08
8,0,28,80.4,83.3,0.96
16,51,35,70.2,66.3,1.03
1,75,29,29.2,50.0,0.58
17,16,36,103.1,64.0,1.63
17,92,35,98.7,51.3,1.96
21,82,29,92.6,50.0,1.86
13,68,30,56.3,76.7,0.74
10,99,21,57.9,50.7,1.12
23,50,29,53.7,50.0,1.03
12,8,35,63.5,142.0,0.48
12,1,20,57.6,149.0,0.5
19,2,24,94.9,50.0,1.87
10,40,29,59.3,90.0,0.69
14,100,39,72.3,50.0,1.4
6,78,29,78.5,50.0,1.55
16,17,31,55.8,77.7,0.71
23,4,34,53.4,50.0,1.09
21,89,31,92.6,50.0,1.87
14,42,41,78.0,88.7,0.86
22,82,38,63.4,50.0,1.26
5,4,25,29.0,50.0,0.53
18,11,29,96.8,50.0,1.93
16,5,41,80.4,81.7,1.02
3,28,38,39.5,50.0,0.76
1,68,24,32.7,50.0,0.64
4,58,33,35.9,50.0,0.74
23,18,24,52.4,50.0,1.09
13,45,34,67.8,95.8,0.66
1,28,41,48.7,50.0,0.95
10,49,29,60.9,84.0,0.74
2,21,21,29.7,50.0,0.58
17,29,26,92.7,61.8,1.54
0,18,27,29.8,50.0,0.57
4,18,20,31.1,50.0,0.62
12,30,41,73.4,120.0,0.62
4,29,24,29.3,50.0,0.6
16,78,40,76.3,57.3,1.28
11,23,36,68.7,114.2,0.64
12,95,20,60.3,55.0,1.08
13,8,37,71.1,126.7,0.54
22,73,26,52.0,50.0,1.01
16,22,21,59.6,76.0,0.74
14,20,36,70.5,103.3,0.71
20,44,36,103.9,50.0,2.05
13,55,28,61.8,87.5,0.68
6,36,31,76.7,50.0,1.51
19,22,27,91.5,50.0,1.84
21,83,34,99.2,50.0,1.99
15,5,31,60.5,97.5,0.64
14,90,41,81.5,56.7,1.43
1,43,23,29.8,50.0,0.65
18,66,25,90.7,50.0,1.8
13,22,28,57.4,115.0,0.52
6,46,30,77.5,50.0,1.5
14,35,39,71.1,93.3,0.74
23,20,35,61.5,50.0,1.2
18,34,36,104.2,50.0,2.09
18,37,24,91.9,50.0,1.83
4,71,36,35.4,50.0,0.72
2,51,37,37.7,50.0,0.76
20,21,36,103.9,50.0,2.12
10,8,26,63.3,111.3,0.61
23,2,40,66.2,50.0,1.35
10,100,32,63.6,50.0,1.26
4,68,28,28.7,50.0,0.57
20,3,36,104.5,50.0,2.05
20,43,22,89.2,50.0,1.82
20,84,29,94.6,50.0,1.86
2,49,36,36.6,50.0,0.77
13,4,37,69.6,130.0,0.56
4,72,38,50.1,50.0,0.98
16,43,25,61.7,69.0,0.92
23,84,26,48.2,50.0,0.93
14,93,38,70.5,54.7,1.29
21,16,39,110.8,50.0,2.19
5,1,23,26.8,50.0,0.57
7,9,30,70.0,65.2,1.12
15,40,34,65.2,80.0,0.84
7,52,34,79.8,58.0,1.36
11,40,26,54.8,100.0,0.59
13,46,29,62.7,95.0,0.7
5,72,27,29.2,50.0,0.6
2,4,23,28.2,50.0,0.59
0,0,24,32.1,50.0,0.67
4,94,21,31.6,50.0,0.68
4,8,21,32.1,50.0,0.61
15,9,21,62.9,95.5,0.7
18,30,22,99.5,50.0,1.96
4,58,39,45.1,50.0,0.88
13,90,22,61.8,58.3,1.07
2,62,41,47.1,50.0,0.99
16,40,35,70.3,70.0,0.97
4,36,25,30.6,50.0,0.61
13,61,26,62.6,82.5,0.8
9,48,20,74.4,76.0,0.98
11,12,36,70.4,123.3,0.54
8,71,41,88.6,59.7,1.52
17,85,26,90.1,52.5,1.71
4,80,41,46.9,50.0,0.97
22,22,28,54.1,50.0,1.04
12,86,35,70.8,64.0,1.12
18,79,22,90.1,50.0,1.85
19,44,31,98.3,50.0,1.98
16,18,33,67.1,77.3,0.85
16,56,30,57.6,64.7,0.91
10,42,27,56.8,88.7,0.66
12,30,33,69.4,120.0,0.6
22,72,28,48.5,50.0,0.93
2,23,31,33.8,50.0,0.69
15,3,27,53.5,98.5,0.51
17,51,31,96.9,58.2,1.65
5,11,28,30.7,50.0,0.63
12,55,24,63.5,95.0,0.68
21,39,40,115.1,50.0,2.28
15,78,38,76.8,61.0,1.23
17,90,23,90.2,51.7,1.71
9,85,31,78.3,57.5,1.4
8,96,41,95.7,51.3,1.82
11,34,33,65.6,105.0,0.66
22,71,28,48.0,50.0,0.97
10,73,38,73.2,68.0,1.07
20,57,40,104.2,50.0,2.1
1,20,41,45.2,50.0,0.87
15,34,25,60.6,83.0,0.76
1,49,27,31.5,50.0,0.6
20,40,21,91.4,50.0,1.79
6,46,30,70.9,50.0,1.44
12,76,34,65.5,74.0,0.91
4,57,30,24.7,50.0,0.53
9,22,36,86.2,89.0,0.94
5,82,22,26.2,50.0,0.49
9,98,28,70.5,51.0,1.42
8,83,40,85.0,55.7,1.57
9,13,20,74.6,93.5,0.83
4,47,41,42.2,50.0,0.81
17,56,26,88.5,57.3,1.52
23,72,36,54.4,50.0,1.07
22,72,26,48.3,50.0,0.94
10,51,34,63.4,82.7,0.76
4,3,20,29.5,50.0,0.57
9,72,40,88.6,64.0,1.41
14,98,35,61.6,51.3,1.18
4,83,38,45.7,50.0,0.9
12,59,27,58.5,91.0,0.65
20,25,41,110.1,50.0,2.18
0,83,31,32.8,50.0,0.61
10,30,23,55.7,96.7,0.54
1,25,20,30.0,50.0,0.59
18,93,24,97.1,50.0,1.91
4,42,34,39.4,50.0,0.81
22,75,35,57.9,50.0,1.16
21,53,38,108.6,50.0,2.2
12,86,26,63.4,64.0,0.96
20,14,34,102.0,50.0,2.07
7,12,36,83.7,64.7,1.26
13,84,28,63.9,63.3,1.02
16,62,35,71.8,62.7,1.17
17,52,30,90.5,58.0,1.52
2,18,37,35.1,50.0,0.69
8,17,29,75.9,77.7,1.02
21,16,41,112.7,50.0,2.27
17,2,31,94.9,66.3,1.43
18,88,33,99.1,50.0,1.95
1,60,40,43.5,50.0,0.82
19,68,20,93.0,50.0,1.9
15,58,27,61.0,71.0,0.83
15,39,41,75.8,80.5,0.93
6,98,39,90.6,50.0,1.85
23,76,20,48.6,50.0,0.94
9,4,22,74.4,98.0,0.73
1,47,32,41.1,50.0,0.86
11,51,23,59.2,90.8,0.61
20,26,33,101.0,50.0,2.01
6,27,29,77.6,50.0,1.54
10,63,21,52.3,74.7,0.68
8,80,27,78.1,56.7,1.38
11,27,40,77.4,110.8,0.67
2,87,36,40.1,50.0,0.83
23,14,23,49.7,50.0,0.98
2,82,41,46.3,50.0,0.92
8,0,27,74.0,83.3,0.86
1,33,39,42.0,50.0,0.85
10,50,29,61.7,83.3,0.71
13,58,25,67.9,85.0,0.75
1,43,41,44.9,50.0,0.88
16,98,25,60.0,50.7,1.17
18,82,23,96.8,50.0,1.96
15,25,26,62.8,87.5,0.68
3,15,23,31.5,50.0,0.66
7,2,24,80.4,66.3,1.17
17,97,23,90.1,50.5,1.83
7,56,25,71.4,57.3,1.25
7,73,22,78.4,54.5,1.41
4,11,21,32.0,50.0,0.61
14,66,23,64.0,72.7,0.92
7,77,26,75.4,53.8,1.44
20,22,27,96.2,50.0,1.89
23,5,24,49.4,50.0,0.98
12,94,24,63.2,56.0,1.16
13,32,41,79.8,106.7,0.78
16,76,34,61.7,58.0,1.02
19,25,21,96.7,50.0,1.91
7,65,21,72.0,55.8,1.28
3,18,36,39.6,50.0,0.76
20,58,38,105.2,50.0,2.09
22,46,36,56.8,50.0,1.11
9,6,36,86.4,97.0,0.93
16,96,41,78.4,51.3,1.55
23,9,33,55.5,50.0,1.12
10,45,39,77.5,86.7,0.86
22,86,24,52.6,50.0,1.06
14,6,40,73.8,112.7,0.62
18,88,39,110.4,50.0,2.17
10,11,38,74.0,109.3,0.67
19,35,36,102.4,50.0,2.01
23,49,26,48.2,50.0,0.98
16,42,27,61.9,69.3,0.9
22,34,39,67.4,50.0,1.35
0,54,33,36.2,50.0,0.7
23,26,37,58.3,50.0,1.21
15,30,28,54.7,85.0,0.67
5,23,36,39.7,50.0,0.74
18,49,30,96.0,50.0,1.94
5,58,33,35.1,50.0,0.74
3,66,29,31.4,50.0,0.64
5,29,36,42.0,50.0,0.87
8,8,35,79.3,80.7,0.95
9,38,22,71.3,81.0,0.87
8,43,28,78.7,69.0,1.14
4,57,23,26.1,50.0,0.5
23,30,41,70.7,50.0,1.44
13,20,37,65.6,116.7,0.6
19,81,39,111.2,50.0,2.26
17,38,35,104.3,60.3,1.75
1,1,37,41.3,50.0,0.86
12,95,30,57.1,55.0,1.05
10,72,26,62.6,68.7,0.88
21,67,23,99.2,50.0,1.99
8,44,41,90.5,68.7,1.32
7,75,27,78.6,54.2,1.49
12,35,41,73.1,115.0,0.67
17,74,39,105.6,54.3,1.92
20,28,41,103.6,50.0,2.11
8,75,31,77.3,58.3,1.34
23,6,32,50.9,50.0,1.01
10,41,40,74.6,89.3,0.81
16,54,25,60.1,65.3,0.96
11,51,21,59.0,90.8,0.69
23,77,28,54.4,50.0,1.11
17,64,21,96.3,56.0,1.73
6,3,38,84.6,50.0,1.66
16,19,34,63.5,77.0,0.79
20,70,39,107.8,50.0,2.13
5,36,40,42.6,50.0,0.85
2,86,29,25.6,50.0,0.52
21,48,27,95.1,50.0,1.89
4,23,41,44.8,50.0,0.85
6,9,41,88.8,50.0,1.77
23,0,23,51.5,50.0,1.01
1,60,27,31.2,50.0,0.65
15,78,28,65.2,61.0,1.03
23,99,26,50.8,50.0,0.97
9,27,22,75.2,86.5,0.89
19,55,22,93.4,50.0,1.86
14,21,27,62.8,102.7,0.58
13,73,32,64.3,72.5,0.9
8,45,29,80.5,68.3,1.17
7,90,23,75.5,51.7,1.51
22,24,28,47.6,50.0,0.95
14,32,38,68.8,95.3,0.71
23,10,41,63.5,50.0,1.25
10,5,20,57.1,113.3,0.48
19,14,26,93.4,50.0,1.83
3,53,38,44.7,50.0,0.9
14,0,30,57.5,116.7,0.49
0,14,24,27.2,50.0,0.5
1,89,41,46.1,50.0,0.96
3,42,39,40.6,50.0,0.81
3,94,32,33.3,50.0,0.69
17,93,31,98.0,51.2,1.92
9,8,33,75.5,96.0,0.78
1,81,27,30.2,50.0,0.63
23,10,30,50.1,50.0,0.97
22,96,23,50.1,50.0,1.04
15,70,29,54.9,65.0,0.87
9,84,39,87.2,58.0,1.49
20,43,35,104.7,50.0,2.07
1,0,33,33.2,50.0,0.63
20,50,23,90.4,50.0,1.76
3,62,38,44.1,50.0,0.89
20,44,28,102.0,50.0,2.07
5,96,28,24.4,50.0,0.52
8,66,36,83.1,61.3,1.39
7,52,38,85.1,58.0,1.44
3,97,33,35.8,50.0,0.73
7,52,23,74.2,58.0,1.26
12,100,28,55.4,50.0,1.09
7,26,28,75.5,62.3,1.2
2,8,21,27.1,50.0,0.54
7,14,27,80.5,64.3,1.23
10,25,23,67.8,100.0,0.71
15,46,21,62.4,77.0,0.8
9,25,32,77.4,87.5,0.86
4,42,34,38.0,50.0,0.77
9,52,30,74.4,74.0,1.0
2,59,38,42.2,50.0,0.82
17,33,29,94.3,61.2,1.57
17,97,27,96.2,50.5,1.92
17,11,27,97.3,64.8,1.55
5,3,39,42.2,50.0,0.89
14,33,38,62.6,94.7,0.65
0,99,39,44.0,50.0,0.92
11,20,32,62.4,116.7,0.57
12,32,32,60.5,118.0,0.51
9,52,28,69.3,74.0,0.93
11,47,24,66.7,94.2,0.69
14,63,21,58.1,74.7,0.75
20,78,37,110.5,50.0,2.19
5,72,28,34.3,50.0,0.68
2,49,41,43.6,50.0,0.89
22,14,25,51.4,50.0,1.01
13,17,32,66.6,119.2,0.55
5,37,34,34.5,50.0,0.74
3,58,27,25.6,50.0,0.48
2,55,36,40.9,50.0,0.79
4,62,23,32.9,50.0,0.68
11,28,29,57.4,110.0,0.54
0,71,35,32.6,50.0,0.66
0,9,40,42.9,50.0,0.84
14,68,22,61.2,71.3,0.83
2,93,32,35.3,50.0,0.75
4,52,32,33.7,50.0,0.64
5,53,37,31.0,50.0,0.64
10,88,29,65.9,58.0,1.16
6,67,25,76.9,50.0,1.5
17,69,22,96.2,55.2,1.79
8,91,20,77.9,53.0,1.46
19,26,23,95.4,50.0,1.95
23,69,38,67.0,50.0,1.34
15,33,25,63.4,83.5,0.72
11,68,31,58.2,76.7,0.77
9,20,27,74.1,90.0,0.81
13,57,34,66.7,85.8,0.74
17,40,31,93.1,60.0,1.57
14,82,36,67.4,62.0,1.11
21,52,41,114.9,50.0,2.34
19,10,41,107.4,50.0,2.16
22,47,21,50.2,50.0,0.98
15,64,22,57.2,68.0,0.87
5,96,38,43.5,50.0,0.92
4,66,39,38.9,50.0,0.81
15,79,27,59.1,60.5,1.0
15,93,33,66.6,53.5,1.27
10,85,38,70.0,60.0,1.19
3,76,27,28.4,50.0,0.56
8,44,36,80.6,68.7,1.18
23,76,32,49.8,50.0,1.02
20,58,29,87.8,50.0,1.8
2,95,36,39.2,50.0,0.75
15,54,35,67.1,73.0,0.88
16,53,29,54.0,65.7,0.82
0,7,31,30.3,50.0,0.58
14,55,36,74.9,80.0,0.95
14,5,22,61.4,113.3,0.57
1,80,22,30.5,50.0,0.6
4,42,24,26.4,50.0,0.54
21,91,34,91.6,50.0,1.82
13,64,33,61.5,80.0,0.76
8,29,20,80.1,73.7,1.13
15,79,37,68.2,60.5,1.08
7,69,26,80.4,55.2,1.5
15,78,33,61.4,61.0,1.04
10,37,23,64.0,92.0,0.71
5,48,37,39.4,50.0,0.76
4,75,38,40.4,50.0,0.84
17,68,37,107.5,55.3,1.99
13,9,28,57.4,125.8,0.54
19,26,38,105.2,50.0,2.11
15,99,26,57.1,50.5,1.14
8,70,37,89.8,60.0,1.53
17,84,23,98.9,52.7,1.92
12,85,32,62.7,65.0,1.01
20,57,24,90.9,50.0,1.77
12,86,22,56.2,64.0,0.89
14,67,41,76.0,72.0,1.09
16,68,31,68.7,60.7,1.1
19,26,27,96.3,50.0,1.97
2,77,41,49.7,50.0,1.04
12,89,41,75.6,61.0,1.28
23,56,33,53.7,50.0,1.07
23,70,24,52.5,50.0,1.08
23,60,21,47.7,50.0,0.92
13,2,30,58.1,131.7,0.49
2,23,38,44.6,50.0,0.89
14,48,41,79.1,84.7,0.92
5,36,24,29.2,50.0,0.55
9,18,32,73.9,91.0,0.79
6,83,21,79.5,50.0,1.62
22,34,24,49.2,50.0,1.02
10,62,32,59.9,75.3,0.81
4,15,22,25.3,50.0,0.55
19,7,31,96.7,50.0,1.89
2,95,27,32.8,50.0,0.66
10,19,41,75.1,104.0,0.71
13,28,29,67.4,110.0,0.6
17,71,34,100.6,54.8,1.8
7,89,21,72.5,51.8,1.43
0,16,41,46.5,50.0,0.94
14,54,41,77.6,80.7,0.95
11,80,30,59.7,66.7,0.87
20,70,35,97.2,50.0,1.94
5,75,41,49.8,50.0,1.0
12,7,33,66.3,143.0,0.45
15,2,38,67.9,99.0,0.71
10,90,23,53.1,56.7,0.89
22,26,25,48.8,50.0,0.99
15,29,35,65.7,85.5,0.76
3,84,39,39.8,50.0,0.75
5,61,25,31.9,50.0,0.63
4,7,31,30.9,50.0,0.57
3,27,39,45.7,50.0,0.96
13,65,22,58.9,79.2,0.77
22,75,40,65.0,50.0,1.31
14,65,39,75.1,73.3,1.02
19,45,24,99.6,50.0,1.98
3,54,39,43.4,50.0,0.91
12,30,30,58.1,120.0,0.49
10,5,39,70.0,113.3,0.63
0,73,21,30.5,50.0,0.59
17,75,20,96.2,54.2,1.75
1,58,35,37.2,50.0,0.79
22,61,20,46.9,50.0,0.95
17,1,29,91.4,66.5,1.41
11,95,32,64.4,54.2,1.18
16,61,35,71.0,63.0,1.15
19,25,32,101.1,50.0,2.0
5,85,33,35.1,50.0,0.67
16,89,32,65.5,53.7,1.21
22,26,40,67.1,50.0,1.36
19,1,27,97.7,50.0,1.98
12,99,32,59.4,51.0,1.15
2,41,34,41.6,50.0,0.79
19,22,24,92.8,50.0,1.81
16,97,28,61.0,51.0,1.16
6,16,25,76.0,50.0,1.57
7,11,30,72.3,64.8,1.11
9,47,33,79.8,76.5,1.07
3,73,36,35.3,50.0,0.66
16,42,31,55.8,69.3,0.77
8,25,40,87.3,75.0,1.2
23,66,39,65.4,50.0,1.3
15,79,34,63.4,60.5,1.07
16,14,23,53.4,78.7,0.64
3,79,35,35.7,50.0,0.74
19,94,27,96.1,50.0,1.89
11,86,40,73.5,61.7,1.18
3,42,40,46.4,50.0,0.91
3,3,30,27.0,50.0,0.57
17,59,27,96.9,56.8,1.73
22,36,32,50.4,50.0,0.98
17,98,31,99.8,50.3,1.98
8,22,39,88.3,76.0,1.21
7,83,20,77.3,52.8,1.45
23,12,41,70.5,50.0,1.46
0,59,20,31.7,50.0,0.59
14,86,21,61.8,59.3,0.99
0,0,31,32.9,50.0,0.65
1,60,20,33.9,50.0,0.68
9,7,35,80.0,96.5,0.82
7,31,34,78.9,61.5,1.33
12,23,33,62.2,127.0,0.55
1,78,39,46.3,50.0,0.89
23,81,33,54.8,50.0,1.14
16,97,35,65.6,51.0,1.3
4,3,35,39.1,50.0,0.82
7,16,40,87.9,64.0,1.36
14,59,36,72.0,77.3,0.93
13,20,21,57.5,116.7,0.45
19,47,24,91.4,50.0,1.85
0,18,40,45.5,50.0,0.9
13,63,25,61.2,80.8,0.77
17,69,22,96.3,55.2,1.74
12,37,27,59.9,113.0,0.49
0,1,38,38.4,50.0,0.8
5,32,21,36.7,50.0,0.76
0,68,20,27.7,50.0,0.59
20,59,29,91.0,50.0,1.85
21,26,33,99.6,50.0,2.04
9,18,23,76.7,91.0,0.87
15,19,40,71.7,90.5,0.77
2,80,34,41.3,50.0,0.79
20,24,39,108.4,50.0,2.16
1,13,20,30.2,50.0,0.59
0,99,21,28.3,50.0,0.53
6,92,27,72.9,50.0,1.44
7,24,29,71.0,62.7,1.18
10,83,33,62.8,61.3,1.05
16,74,33,66.4,58.7,1.18
7,58,30,71.1,57.0,1.21
12,80,24,59.6,70.0,0.89
11,67,29,65.7,77.5,0.81
10,33,23,61.4,94.7,0.6
5,17,32,28.7,50.0,0.55
15,95,32,60.0,52.5,1.11
5,62,29,29.1,50.0,0.6
22,78,31,55.7,50.0,1.13
10,72,22,61.4,68.7,0.94
16,75,38,69.9,58.3,1.19
1,24,38,40.3,50.0,0.85
8,98,24,74.5,50.7,1.47
21,78,28,97.2,50.0,1.96
11,74,32,63.8,71.7,0.92
13,70,40,70.4,75.0,0.9
15,97,34,66.1,51.5,1.28
6,52,30,81.2,50.0,1.62
10,11,24,62.9,109.3,0.53
0,52,23,24.4,50.0,0.49
7,92,39,87.3,51.3,1.71
22,36,25,56.1,50.0,1.1
3,5,32,30.4,50.0,0.65
18,65,22,94.7,50.0,1.92
20,34,21,95.7,50.0,1.94
5,9,34,37.1,50.0,0.76
3,3,25,29.0,50.0,0.59
4,71,33,36.7,50.0,0.77
16,69,20,60.1,60.3,0.97
19,0,30,91.7,50.0,1.84
7,3,21,73.9,66.2,1.1
11,96,32,60.1,53.3,1.13
18,19,36,103.1,50.0,2.08
9,15,29,71.3,92.5,0.78
19,10,22,94.3,50.0,1.89
7,69,28,72.7,55.2,1.35
18,44,21,98.3,50.0,1.95
15,88,30,63.4,56.0,1.1
11,81,23,58.9,65.8,0.93
7,27,33,82.7,62.2,1.29
20,72,29,94.0,50.0,1.91
9,19,30,69.7,90.5,0.76
3,40,25,27.7,50.0,0.58
20,24,34,100.8,50.0,2.01
15,100,39,75.0,50.0,1.53
14,59,36,63.8,77.3,0.81
13,2,37,70.3,131.7,0.57
